A,B,C,D,F
1.0,2013-01-02,1.0,3,foo_4060
1.0,2013-01-02,1.0,3,foo_4061
1.0,2013-01-02,1.0,3,foo_4062
1.0,2013-01-02,1.0,3,foo_4063
1.0,2013-01-02,1.0,3,foo_4064
1.0,2013-01-02,1.0,3,foo_4065
1.0,2013-01-02,1.0,3,foo_4066
1.0,2013-01-02,1.0,3,foo_4067
1.0,2013-01-02,1.0,3,foo_4068
1.0,2013-01-02,1.0,3,foo_4069
1.0,2013-01-02,1.0,3,foo_4070
1.0,2013-01-02,1.0,3,foo_4071
1.0,2013-01-02,1.0,3,foo_4072
1.0,2013-01-02,1.0,3,foo_4073
1.0,2013-01-02,1.0,3,foo_4074
1.0,2013-01-02,1.0,3,foo_4075
1.0,2013-01-02,1.0,3,foo_4076
1.0,2013-01-02,1.0,3,foo_4077
1.0,2013-01-02,1.0,3,foo_4078
1.0,2013-01-02,1.0,3,foo_4079
1.0,2013-01-02,1.0,3,foo_4080
1.0,2013-01-02,1.0,3,foo_4081
1.0,2013-01-02,1.0,3,foo_4082
1.0,2013-01-02,1.0,3,foo_4083
1.0,2013-01-02,1.0,3,foo_4084
1.0,2013-01-02,1.0,3,foo_4085
1.0,2013-01-02,1.0,3,foo_4086
1.0,2013-01-02,1.0,3,foo_4087
1.0,2013-01-02,1.0,3,foo_4088
1.0,2013-01-02,1.0,3,foo_4089
1.0,2013-01-02,1.0,3,foo_4090
1.0,2013-01-02,1.0,3,foo_4091
1.0,2013-01-02,1.0,3,foo_4092
1.0,2013-01-02,1.0,3,foo_4093
1.0,2013-01-02,1.0,3,foo_4094
1.0,2013-01-02,1.0,3,foo_4095
1.0,2013-01-02,1.0,3,foo_4096
1.0,2013-01-02,1.0,3,foo_4097
1.0,2013-01-02,1.0,3,foo_4098
1.0,2013-01-02,1.0,3,foo_4099
1.0,2013-01-02,1.0,3,foo_4100
1.0,2013-01-02,1.0,3,foo_4101
1.0,2013-01-02,1.0,3,foo_4102
1.0,2013-01-02,1.0,3,foo_4103
1.0,2013-01-02,1.0,3,foo_4104
1.0,2013-01-02,1.0,3,foo_4105
1.0,2013-01-02,1.0,3,foo_4106
1.0,2013-01-02,1.0,3,foo_4107
1.0,2013-01-02,1.0,3,foo_4108
1.0,2013-01-02,1.0,3,foo_4109
1.0,2013-01-02,1.0,3,foo_4110
1.0,2013-01-02,1.0,3,foo_4111
1.0,2013-01-02,1.0,3,foo_4112
1.0,2013-01-02,1.0,3,foo_4113
1.0,2013-01-02,1.0,3,foo_4114
1.0,2013-01-02,1.0,3,foo_4115
1.0,2013-01-02,1.0,3,foo_4116
1.0,2013-01-02,1.0,3,foo_4117
1.0,2013-01-02,1.0,3,foo_4118
1.0,2013-01-02,1.0,3,foo_4119
1.0,2013-01-02,1.0,3,foo_4120
1.0,2013-01-02,1.0,3,foo_4121
1.0,2013-01-02,1.0,3,foo_4122
1.0,2013-01-02,1.0,3,foo_4123
1.0,2013-01-02,1.0,3,foo_4124
1.0,2013-01-02,1.0,3,foo_4125
1.0,2013-01-02,1.0,3,foo_4126
1.0,2013-01-02,1.0,3,foo_4127
1.0,2013-01-02,1.0,3,foo_4128
1.0,2013-01-02,1.0,3,foo_4129
1.0,2013-01-02,1.0,3,foo_4130
1.0,2013-01-02,1.0,3,foo_4131
1.0,2013-01-02,1.0,3,foo_4132
1.0,2013-01-02,1.0,3,foo_4133
1.0,2013-01-02,1.0,3,foo_4134
1.0,2013-01-02,1.0,3,foo_4135
1.0,2013-01-02,1.0,3,foo_4136
1.0,2013-01-02,1.0,3,foo_4137
1.0,2013-01-02,1.0,3,foo_4138
1.0,2013-01-02,1.0,3,foo_4139
1.0,2013-01-02,1.0,3,foo_4140
1.0,2013-01-02,1.0,3,foo_4141
1.0,2013-01-02,1.0,3,foo_4142
1.0,2013-01-02,1.0,3,foo_4143
1.0,2013-01-02,1.0,3,foo_4144
1.0,2013-01-02,1.0,3,foo_4145
1.0,2013-01-02,1.0,3,foo_4146
1.0,2013-01-02,1.0,3,foo_4147
1.0,2013-01-02,1.0,3,foo_4148
1.0,2013-01-02,1.0,3,foo_4149
1.0,2013-01-02,1.0,3,foo_4150
1.0,2013-01-02,1.0,3,foo_4151
1.0,2013-01-02,1.0,3,foo_4152
1.0,2013-01-02,1.0,3,foo_4153
1.0,2013-01-02,1.0,3,foo_4154
1.0,2013-01-02,1.0,3,foo_4155
1.0,2013-01-02,1.0,3,foo_4156
1.0,2013-01-02,1.0,3,foo_4157
1.0,2013-01-02,1.0,3,foo_4158
1.0,2013-01-02,1.0,3,foo_4159
1.0,2013-01-02,1.0,3,foo_4160
1.0,2013-01-02,1.0,3,foo_4161
1.0,2013-01-02,1.0,3,foo_4162
1.0,2013-01-02,1.0,3,foo_4163
1.0,2013-01-02,1.0,3,foo_4164
1.0,2013-01-02,1.0,3,foo_4165
1.0,2013-01-02,1.0,3,foo_4166
1.0,2013-01-02,1.0,3,foo_4167
1.0,2013-01-02,1.0,3,foo_4168
1.0,2013-01-02,1.0,3,foo_4169
1.0,2013-01-02,1.0,3,foo_4170
1.0,2013-01-02,1.0,3,foo_4171
1.0,2013-01-02,1.0,3,foo_4172
1.0,2013-01-02,1.0,3,foo_4173
1.0,2013-01-02,1.0,3,foo_4174
1.0,2013-01-02,1.0,3,foo_4175
1.0,2013-01-02,1.0,3,foo_4176
1.0,2013-01-02,1.0,3,foo_4177
1.0,2013-01-02,1.0,3,foo_4178
1.0,2013-01-02,1.0,3,foo_4179
1.0,2013-01-02,1.0,3,foo_4180
1.0,2013-01-02,1.0,3,foo_4181
1.0,2013-01-02,1.0,3,foo_4182
1.0,2013-01-02,1.0,3,foo_4183
1.0,2013-01-02,1.0,3,foo_4184
1.0,2013-01-02,1.0,3,foo_4185
1.0,2013-01-02,1.0,3,foo_4186
1.0,2013-01-02,1.0,3,foo_4187
1.0,2013-01-02,1.0,3,foo_4188
1.0,2013-01-02,1.0,3,foo_4189
1.0,2013-01-02,1.0,3,foo_4190
1.0,2013-01-02,1.0,3,foo_4191
1.0,2013-01-02,1.0,3,foo_4192
1.0,2013-01-02,1.0,3,foo_4193
1.0,2013-01-02,1.0,3,foo_4194
1.0,2013-01-02,1.0,3,foo_4195
1.0,2013-01-02,1.0,3,foo_4196
1.0,2013-01-02,1.0,3,foo_4197
1.0,2013-01-02,1.0,3,foo_4198
1.0,2013-01-02,1.0,3,foo_4199
1.0,2013-01-02,1.0,3,foo_4200
1.0,2013-01-02,1.0,3,foo_4201
1.0,2013-01-02,1.0,3,foo_4202
1.0,2013-01-02,1.0,3,foo_4203
1.0,2013-01-02,1.0,3,foo_4204
1.0,2013-01-02,1.0,3,foo_4205
1.0,2013-01-02,1.0,3,foo_4206
1.0,2013-01-02,1.0,3,foo_4207
1.0,2013-01-02,1.0,3,foo_4208
1.0,2013-01-02,1.0,3,foo_4209
1.0,2013-01-02,1.0,3,foo_4210
1.0,2013-01-02,1.0,3,foo_4211
1.0,2013-01-02,1.0,3,foo_4212
1.0,2013-01-02,1.0,3,foo_4213
1.0,2013-01-02,1.0,3,foo_4214
1.0,2013-01-02,1.0,3,foo_4215
1.0,2013-01-02,1.0,3,foo_4216
1.0,2013-01-02,1.0,3,foo_4217
1.0,2013-01-02,1.0,3,foo_4218
1.0,2013-01-02,1.0,3,foo_4219
1.0,2013-01-02,1.0,3,foo_4220
1.0,2013-01-02,1.0,3,foo_4221
1.0,2013-01-02,1.0,3,foo_4222
1.0,2013-01-02,1.0,3,foo_4223
1.0,2013-01-02,1.0,3,foo_4224
1.0,2013-01-02,1.0,3,foo_4225
1.0,2013-01-02,1.0,3,foo_4226
1.0,2013-01-02,1.0,3,foo_4227
1.0,2013-01-02,1.0,3,foo_4228
1.0,2013-01-02,1.0,3,foo_4229
1.0,2013-01-02,1.0,3,foo_4230
1.0,2013-01-02,1.0,3,foo_4231
1.0,2013-01-02,1.0,3,foo_4232
1.0,2013-01-02,1.0,3,foo_4233
1.0,2013-01-02,1.0,3,foo_4234
1.0,2013-01-02,1.0,3,foo_4235
1.0,2013-01-02,1.0,3,foo_4236
1.0,2013-01-02,1.0,3,foo_4237
1.0,2013-01-02,1.0,3,foo_4238
1.0,2013-01-02,1.0,3,foo_4239
1.0,2013-01-02,1.0,3,foo_4240
1.0,2013-01-02,1.0,3,foo_4241
1.0,2013-01-02,1.0,3,foo_4242
1.0,2013-01-02,1.0,3,foo_4243
1.0,2013-01-02,1.0,3,foo_4244
1.0,2013-01-02,1.0,3,foo_4245
1.0,2013-01-02,1.0,3,foo_4246
1.0,2013-01-02,1.0,3,foo_4247
1.0,2013-01-02,1.0,3,foo_4248
1.0,2013-01-02,1.0,3,foo_4249
1.0,2013-01-02,1.0,3,foo_4250
1.0,2013-01-02,1.0,3,foo_4251
1.0,2013-01-02,1.0,3,foo_4252
1.0,2013-01-02,1.0,3,foo_4253
1.0,2013-01-02,1.0,3,foo_4254
1.0,2013-01-02,1.0,3,foo_4255
1.0,2013-01-02,1.0,3,foo_4256
1.0,2013-01-02,1.0,3,foo_4257
1.0,2013-01-02,1.0,3,foo_4258
1.0,2013-01-02,1.0,3,foo_4259
1.0,2013-01-02,1.0,3,foo_4260
1.0,2013-01-02,1.0,3,foo_4261
1.0,2013-01-02,1.0,3,foo_4262
1.0,2013-01-02,1.0,3,foo_4263
1.0,2013-01-02,1.0,3,foo_4264
1.0,2013-01-02,1.0,3,foo_4265
1.0,2013-01-02,1.0,3,foo_4266
1.0,2013-01-02,1.0,3,foo_4267
1.0,2013-01-02,1.0,3,foo_4268
1.0,2013-01-02,1.0,3,foo_4269
1.0,2013-01-02,1.0,3,foo_4270
1.0,2013-01-02,1.0,3,foo_4271
1.0,2013-01-02,1.0,3,foo_4272
1.0,2013-01-02,1.0,3,foo_4273
1.0,2013-01-02,1.0,3,foo_4274
1.0,2013-01-02,1.0,3,foo_4275
1.0,2013-01-02,1.0,3,foo_4276
1.0,2013-01-02,1.0,3,foo_4277
1.0,2013-01-02,1.0,3,foo_4278
1.0,2013-01-02,1.0,3,foo_4279
1.0,2013-01-02,1.0,3,foo_4280
1.0,2013-01-02,1.0,3,foo_4281
1.0,2013-01-02,1.0,3,foo_4282
1.0,2013-01-02,1.0,3,foo_4283
1.0,2013-01-02,1.0,3,foo_4284
1.0,2013-01-02,1.0,3,foo_4285
1.0,2013-01-02,1.0,3,foo_4286
1.0,2013-01-02,1.0,3,foo_4287
1.0,2013-01-02,1.0,3,foo_4288
1.0,2013-01-02,1.0,3,foo_4289
1.0,2013-01-02,1.0,3,foo_4290
1.0,2013-01-02,1.0,3,foo_4291
1.0,2013-01-02,1.0,3,foo_4292
1.0,2013-01-02,1.0,3,foo_4293
1.0,2013-01-02,1.0,3,foo_4294
1.0,2013-01-02,1.0,3,foo_4295
1.0,2013-01-02,1.0,3,foo_4296
1.0,2013-01-02,1.0,3,foo_4297
1.0,2013-01-02,1.0,3,foo_4298
1.0,2013-01-02,1.0,3,foo_4299
1.0,2013-01-02,1.0,3,foo_4300
1.0,2013-01-02,1.0,3,foo_4301
1.0,2013-01-02,1.0,3,foo_4302
1.0,2013-01-02,1.0,3,foo_4303
1.0,2013-01-02,1.0,3,foo_4304
1.0,2013-01-02,1.0,3,foo_4305
1.0,2013-01-02,1.0,3,foo_4306
1.0,2013-01-02,1.0,3,foo_4307
1.0,2013-01-02,1.0,3,foo_4308
1.0,2013-01-02,1.0,3,foo_4309
1.0,2013-01-02,1.0,3,foo_4310
1.0,2013-01-02,1.0,3,foo_4311
1.0,2013-01-02,1.0,3,foo_4312
1.0,2013-01-02,1.0,3,foo_4313
1.0,2013-01-02,1.0,3,foo_4314
1.0,2013-01-02,1.0,3,foo_4315
1.0,2013-01-02,1.0,3,foo_4316
1.0,2013-01-02,1.0,3,foo_4317
1.0,2013-01-02,1.0,3,foo_4318
1.0,2013-01-02,1.0,3,foo_4319
1.0,2013-01-02,1.0,3,foo_4320
1.0,2013-01-02,1.0,3,foo_4321
1.0,2013-01-02,1.0,3,foo_4322
1.0,2013-01-02,1.0,3,foo_4323
1.0,2013-01-02,1.0,3,foo_4324
1.0,2013-01-02,1.0,3,foo_4325
1.0,2013-01-02,1.0,3,foo_4326
1.0,2013-01-02,1.0,3,foo_4327
1.0,2013-01-02,1.0,3,foo_4328
1.0,2013-01-02,1.0,3,foo_4329
1.0,2013-01-02,1.0,3,foo_4330
1.0,2013-01-02,1.0,3,foo_4331
1.0,2013-01-02,1.0,3,foo_4332
1.0,2013-01-02,1.0,3,foo_4333
1.0,2013-01-02,1.0,3,foo_4334
1.0,2013-01-02,1.0,3,foo_4335
1.0,2013-01-02,1.0,3,foo_4336
1.0,2013-01-02,1.0,3,foo_4337
1.0,2013-01-02,1.0,3,foo_4338
1.0,2013-01-02,1.0,3,foo_4339
1.0,2013-01-02,1.0,3,foo_4340
1.0,2013-01-02,1.0,3,foo_4341
1.0,2013-01-02,1.0,3,foo_4342
1.0,2013-01-02,1.0,3,foo_4343
1.0,2013-01-02,1.0,3,foo_4344
1.0,2013-01-02,1.0,3,foo_4345
1.0,2013-01-02,1.0,3,foo_4346
1.0,2013-01-02,1.0,3,foo_4347
1.0,2013-01-02,1.0,3,foo_4348
1.0,2013-01-02,1.0,3,foo_4349
1.0,2013-01-02,1.0,3,foo_4350
1.0,2013-01-02,1.0,3,foo_4351
1.0,2013-01-02,1.0,3,foo_4352
1.0,2013-01-02,1.0,3,foo_4353
1.0,2013-01-02,1.0,3,foo_4354
1.0,2013-01-02,1.0,3,foo_4355
1.0,2013-01-02,1.0,3,foo_4356
1.0,2013-01-02,1.0,3,foo_4357
1.0,2013-01-02,1.0,3,foo_4358
1.0,2013-01-02,1.0,3,foo_4359
1.0,2013-01-02,1.0,3,foo_4360
1.0,2013-01-02,1.0,3,foo_4361
1.0,2013-01-02,1.0,3,foo_4362
1.0,2013-01-02,1.0,3,foo_4363
1.0,2013-01-02,1.0,3,foo_4364
1.0,2013-01-02,1.0,3,foo_4365
1.0,2013-01-02,1.0,3,foo_4366
1.0,2013-01-02,1.0,3,foo_4367
1.0,2013-01-02,1.0,3,foo_4368
1.0,2013-01-02,1.0,3,foo_4369
1.0,2013-01-02,1.0,3,foo_4370
1.0,2013-01-02,1.0,3,foo_4371
1.0,2013-01-02,1.0,3,foo_4372
1.0,2013-01-02,1.0,3,foo_4373
1.0,2013-01-02,1.0,3,foo_4374
1.0,2013-01-02,1.0,3,foo_4375
1.0,2013-01-02,1.0,3,foo_4376
1.0,2013-01-02,1.0,3,foo_4377
1.0,2013-01-02,1.0,3,foo_4378
1.0,2013-01-02,1.0,3,foo_4379
1.0,2013-01-02,1.0,3,foo_4380
1.0,2013-01-02,1.0,3,foo_4381
1.0,2013-01-02,1.0,3,foo_4382
1.0,2013-01-02,1.0,3,foo_4383
1.0,2013-01-02,1.0,3,foo_4384
1.0,2013-01-02,1.0,3,foo_4385
1.0,2013-01-02,1.0,3,foo_4386
1.0,2013-01-02,1.0,3,foo_4387
1.0,2013-01-02,1.0,3,foo_4388
1.0,2013-01-02,1.0,3,foo_4389
1.0,2013-01-02,1.0,3,foo_4390
1.0,2013-01-02,1.0,3,foo_4391
1.0,2013-01-02,1.0,3,foo_4392
1.0,2013-01-02,1.0,3,foo_4393
1.0,2013-01-02,1.0,3,foo_4394
1.0,2013-01-02,1.0,3,foo_4395
1.0,2013-01-02,1.0,3,foo_4396
1.0,2013-01-02,1.0,3,foo_4397
1.0,2013-01-02,1.0,3,foo_4398
1.0,2013-01-02,1.0,3,foo_4399
1.0,2013-01-02,1.0,3,foo_4400
1.0,2013-01-02,1.0,3,foo_4401
1.0,2013-01-02,1.0,3,foo_4402
1.0,2013-01-02,1.0,3,foo_4403
1.0,2013-01-02,1.0,3,foo_4404
1.0,2013-01-02,1.0,3,foo_4405
1.0,2013-01-02,1.0,3,foo_4406
1.0,2013-01-02,1.0,3,foo_4407
1.0,2013-01-02,1.0,3,foo_4408
1.0,2013-01-02,1.0,3,foo_4409
1.0,2013-01-02,1.0,3,foo_4410
1.0,2013-01-02,1.0,3,foo_4411
1.0,2013-01-02,1.0,3,foo_4412
1.0,2013-01-02,1.0,3,foo_4413
1.0,2013-01-02,1.0,3,foo_4414
1.0,2013-01-02,1.0,3,foo_4415
1.0,2013-01-02,1.0,3,foo_4416
1.0,2013-01-02,1.0,3,foo_4417
1.0,2013-01-02,1.0,3,foo_4418
1.0,2013-01-02,1.0,3,foo_4419
1.0,2013-01-02,1.0,3,foo_4420
1.0,2013-01-02,1.0,3,foo_4421
1.0,2013-01-02,1.0,3,foo_4422
1.0,2013-01-02,1.0,3,foo_4423
1.0,2013-01-02,1.0,3,foo_4424
1.0,2013-01-02,1.0,3,foo_4425
1.0,2013-01-02,1.0,3,foo_4426
1.0,2013-01-02,1.0,3,foo_4427
1.0,2013-01-02,1.0,3,foo_4428
1.0,2013-01-02,1.0,3,foo_4429
1.0,2013-01-02,1.0,3,foo_4430
1.0,2013-01-02,1.0,3,foo_4431
1.0,2013-01-02,1.0,3,foo_4432
1.0,2013-01-02,1.0,3,foo_4433
1.0,2013-01-02,1.0,3,foo_4434
1.0,2013-01-02,1.0,3,foo_4435
1.0,2013-01-02,1.0,3,foo_4436
1.0,2013-01-02,1.0,3,foo_4437
1.0,2013-01-02,1.0,3,foo_4438
1.0,2013-01-02,1.0,3,foo_4439
1.0,2013-01-02,1.0,3,foo_4440
1.0,2013-01-02,1.0,3,foo_4441
1.0,2013-01-02,1.0,3,foo_4442
1.0,2013-01-02,1.0,3,foo_4443
1.0,2013-01-02,1.0,3,foo_4444
1.0,2013-01-02,1.0,3,foo_4445
1.0,2013-01-02,1.0,3,foo_4446
1.0,2013-01-02,1.0,3,foo_4447
1.0,2013-01-02,1.0,3,foo_4448
1.0,2013-01-02,1.0,3,foo_4449
1.0,2013-01-02,1.0,3,foo_4450
1.0,2013-01-02,1.0,3,foo_4451
1.0,2013-01-02,1.0,3,foo_4452
1.0,2013-01-02,1.0,3,foo_4453
1.0,2013-01-02,1.0,3,foo_4454
1.0,2013-01-02,1.0,3,foo_4455
1.0,2013-01-02,1.0,3,foo_4456
1.0,2013-01-02,1.0,3,foo_4457
1.0,2013-01-02,1.0,3,foo_4458
1.0,2013-01-02,1.0,3,foo_4459
1.0,2013-01-02,1.0,3,foo_4460
1.0,2013-01-02,1.0,3,foo_4461
1.0,2013-01-02,1.0,3,foo_4462
1.0,2013-01-02,1.0,3,foo_4463
1.0,2013-01-02,1.0,3,foo_4464
1.0,2013-01-02,1.0,3,foo_4465
1.0,2013-01-02,1.0,3,foo_4466
1.0,2013-01-02,1.0,3,foo_4467
1.0,2013-01-02,1.0,3,foo_4468
1.0,2013-01-02,1.0,3,foo_4469
1.0,2013-01-02,1.0,3,foo_4470
1.0,2013-01-02,1.0,3,foo_4471
1.0,2013-01-02,1.0,3,foo_4472
1.0,2013-01-02,1.0,3,foo_4473
1.0,2013-01-02,1.0,3,foo_4474
1.0,2013-01-02,1.0,3,foo_4475
1.0,2013-01-02,1.0,3,foo_4476
1.0,2013-01-02,1.0,3,foo_4477
1.0,2013-01-02,1.0,3,foo_4478
1.0,2013-01-02,1.0,3,foo_4479
1.0,2013-01-02,1.0,3,foo_4480
1.0,2013-01-02,1.0,3,foo_4481
1.0,2013-01-02,1.0,3,foo_4482
1.0,2013-01-02,1.0,3,foo_4483
1.0,2013-01-02,1.0,3,foo_4484
1.0,2013-01-02,1.0,3,foo_4485
1.0,2013-01-02,1.0,3,foo_4486
1.0,2013-01-02,1.0,3,foo_4487
1.0,2013-01-02,1.0,3,foo_4488
1.0,2013-01-02,1.0,3,foo_4489
1.0,2013-01-02,1.0,3,foo_4490
1.0,2013-01-02,1.0,3,foo_4491
1.0,2013-01-02,1.0,3,foo_4492
1.0,2013-01-02,1.0,3,foo_4493
1.0,2013-01-02,1.0,3,foo_4494
1.0,2013-01-02,1.0,3,foo_4495
1.0,2013-01-02,1.0,3,foo_4496
1.0,2013-01-02,1.0,3,foo_4497
1.0,2013-01-02,1.0,3,foo_4498
1.0,2013-01-02,1.0,3,foo_4499
1.0,2013-01-02,1.0,3,foo_4500
1.0,2013-01-02,1.0,3,foo_4501
1.0,2013-01-02,1.0,3,foo_4502
1.0,2013-01-02,1.0,3,foo_4503
1.0,2013-01-02,1.0,3,foo_4504
1.0,2013-01-02,1.0,3,foo_4505
1.0,2013-01-02,1.0,3,foo_4506
1.0,2013-01-02,1.0,3,foo_4507
1.0,2013-01-02,1.0,3,foo_4508
1.0,2013-01-02,1.0,3,foo_4509
1.0,2013-01-02,1.0,3,foo_4510
1.0,2013-01-02,1.0,3,foo_4511
1.0,2013-01-02,1.0,3,foo_4512
1.0,2013-01-02,1.0,3,foo_4513
1.0,2013-01-02,1.0,3,foo_4514
1.0,2013-01-02,1.0,3,foo_4515
1.0,2013-01-02,1.0,3,foo_4516
1.0,2013-01-02,1.0,3,foo_4517
1.0,2013-01-02,1.0,3,foo_4518
1.0,2013-01-02,1.0,3,foo_4519
1.0,2013-01-02,1.0,3,foo_4520
1.0,2013-01-02,1.0,3,foo_4521
1.0,2013-01-02,1.0,3,foo_4522
1.0,2013-01-02,1.0,3,foo_4523
1.0,2013-01-02,1.0,3,foo_4524
1.0,2013-01-02,1.0,3,foo_4525
1.0,2013-01-02,1.0,3,foo_4526
1.0,2013-01-02,1.0,3,foo_4527
1.0,2013-01-02,1.0,3,foo_4528
1.0,2013-01-02,1.0,3,foo_4529
1.0,2013-01-02,1.0,3,foo_4530
1.0,2013-01-02,1.0,3,foo_4531
1.0,2013-01-02,1.0,3,foo_4532
1.0,2013-01-02,1.0,3,foo_4533
1.0,2013-01-02,1.0,3,foo_4534
1.0,2013-01-02,1.0,3,foo_4535
1.0,2013-01-02,1.0,3,foo_4536
1.0,2013-01-02,1.0,3,foo_4537
1.0,2013-01-02,1.0,3,foo_4538
1.0,2013-01-02,1.0,3,foo_4539
1.0,2013-01-02,1.0,3,foo_4540
1.0,2013-01-02,1.0,3,foo_4541
1.0,2013-01-02,1.0,3,foo_4542
1.0,2013-01-02,1.0,3,foo_4543
1.0,2013-01-02,1.0,3,foo_4544
1.0,2013-01-02,1.0,3,foo_4545
1.0,2013-01-02,1.0,3,foo_4546
1.0,2013-01-02,1.0,3,foo_4547
1.0,2013-01-02,1.0,3,foo_4548
1.0,2013-01-02,1.0,3,foo_4549
1.0,2013-01-02,1.0,3,foo_4550
1.0,2013-01-02,1.0,3,foo_4551
1.0,2013-01-02,1.0,3,foo_4552
1.0,2013-01-02,1.0,3,foo_4553
1.0,2013-01-02,1.0,3,foo_4554
1.0,2013-01-02,1.0,3,foo_4555
1.0,2013-01-02,1.0,3,foo_4556
1.0,2013-01-02,1.0,3,foo_4557
1.0,2013-01-02,1.0,3,foo_4558
1.0,2013-01-02,1.0,3,foo_4559
1.0,2013-01-02,1.0,3,foo_4560
1.0,2013-01-02,1.0,3,foo_4561
1.0,2013-01-02,1.0,3,foo_4562
1.0,2013-01-02,1.0,3,foo_4563
1.0,2013-01-02,1.0,3,foo_4564
1.0,2013-01-02,1.0,3,foo_4565
1.0,2013-01-02,1.0,3,foo_4566
1.0,2013-01-02,1.0,3,foo_4567
1.0,2013-01-02,1.0,3,foo_4568
1.0,2013-01-02,1.0,3,foo_4569
1.0,2013-01-02,1.0,3,foo_4570
1.0,2013-01-02,1.0,3,foo_4571
1.0,2013-01-02,1.0,3,foo_4572
1.0,2013-01-02,1.0,3,foo_4573
1.0,2013-01-02,1.0,3,foo_4574
1.0,2013-01-02,1.0,3,foo_4575
1.0,2013-01-02,1.0,3,foo_4576
1.0,2013-01-02,1.0,3,foo_4577
1.0,2013-01-02,1.0,3,foo_4578
1.0,2013-01-02,1.0,3,foo_4579
1.0,2013-01-02,1.0,3,foo_4580
1.0,2013-01-02,1.0,3,foo_4581
1.0,2013-01-02,1.0,3,foo_4582
1.0,2013-01-02,1.0,3,foo_4583
1.0,2013-01-02,1.0,3,foo_4584
1.0,2013-01-02,1.0,3,foo_4585
1.0,2013-01-02,1.0,3,foo_4586
1.0,2013-01-02,1.0,3,foo_4587
1.0,2013-01-02,1.0,3,foo_4588
1.0,2013-01-02,1.0,3,foo_4589
1.0,2013-01-02,1.0,3,foo_4590
1.0,2013-01-02,1.0,3,foo_4591
1.0,2013-01-02,1.0,3,foo_4592
1.0,2013-01-02,1.0,3,foo_4593
1.0,2013-01-02,1.0,3,foo_4594
1.0,2013-01-02,1.0,3,foo_4595
1.0,2013-01-02,1.0,3,foo_4596
1.0,2013-01-02,1.0,3,foo_4597
1.0,2013-01-02,1.0,3,foo_4598
1.0,2013-01-02,1.0,3,foo_4599
1.0,2013-01-02,1.0,3,foo_4600
1.0,2013-01-02,1.0,3,foo_4601
1.0,2013-01-02,1.0,3,foo_4602
1.0,2013-01-02,1.0,3,foo_4603
1.0,2013-01-02,1.0,3,foo_4604
1.0,2013-01-02,1.0,3,foo_4605
1.0,2013-01-02,1.0,3,foo_4606
1.0,2013-01-02,1.0,3,foo_4607
1.0,2013-01-02,1.0,3,foo_4608
1.0,2013-01-02,1.0,3,foo_4609
1.0,2013-01-02,1.0,3,foo_4610
1.0,2013-01-02,1.0,3,foo_4611
1.0,2013-01-02,1.0,3,foo_4612
1.0,2013-01-02,1.0,3,foo_4613
1.0,2013-01-02,1.0,3,foo_4614
1.0,2013-01-02,1.0,3,foo_4615
1.0,2013-01-02,1.0,3,foo_4616
1.0,2013-01-02,1.0,3,foo_4617
1.0,2013-01-02,1.0,3,foo_4618
1.0,2013-01-02,1.0,3,foo_4619
1.0,2013-01-02,1.0,3,foo_4620
1.0,2013-01-02,1.0,3,foo_4621
1.0,2013-01-02,1.0,3,foo_4622
1.0,2013-01-02,1.0,3,foo_4623
1.0,2013-01-02,1.0,3,foo_4624
1.0,2013-01-02,1.0,3,foo_4625
1.0,2013-01-02,1.0,3,foo_4626
1.0,2013-01-02,1.0,3,foo_4627
1.0,2013-01-02,1.0,3,foo_4628
1.0,2013-01-02,1.0,3,foo_4629
1.0,2013-01-02,1.0,3,foo_4630
1.0,2013-01-02,1.0,3,foo_4631
1.0,2013-01-02,1.0,3,foo_4632
1.0,2013-01-02,1.0,3,foo_4633
1.0,2013-01-02,1.0,3,foo_4634
1.0,2013-01-02,1.0,3,foo_4635
1.0,2013-01-02,1.0,3,foo_4636
1.0,2013-01-02,1.0,3,foo_4637
1.0,2013-01-02,1.0,3,foo_4638
1.0,2013-01-02,1.0,3,foo_4639
1.0,2013-01-02,1.0,3,foo_4640
1.0,2013-01-02,1.0,3,foo_4641
1.0,2013-01-02,1.0,3,foo_4642
1.0,2013-01-02,1.0,3,foo_4643
1.0,2013-01-02,1.0,3,foo_4644
1.0,2013-01-02,1.0,3,foo_4645
1.0,2013-01-02,1.0,3,foo_4646
1.0,2013-01-02,1.0,3,foo_4647
1.0,2013-01-02,1.0,3,foo_4648
1.0,2013-01-02,1.0,3,foo_4649
1.0,2013-01-02,1.0,3,foo_4650
1.0,2013-01-02,1.0,3,foo_4651
1.0,2013-01-02,1.0,3,foo_4652
1.0,2013-01-02,1.0,3,foo_4653
1.0,2013-01-02,1.0,3,foo_4654
1.0,2013-01-02,1.0,3,foo_4655
1.0,2013-01-02,1.0,3,foo_4656
1.0,2013-01-02,1.0,3,foo_4657
1.0,2013-01-02,1.0,3,foo_4658
1.0,2013-01-02,1.0,3,foo_4659
1.0,2013-01-02,1.0,3,foo_4660
1.0,2013-01-02,1.0,3,foo_4661
1.0,2013-01-02,1.0,3,foo_4662
1.0,2013-01-02,1.0,3,foo_4663
1.0,2013-01-02,1.0,3,foo_4664
1.0,2013-01-02,1.0,3,foo_4665
1.0,2013-01-02,1.0,3,foo_4666
1.0,2013-01-02,1.0,3,foo_4667
